"run_id","scenario","label","sublabel","scenario_variant","actor_profile","intensity","benign_activity_level","generator_version","planned_request_count","actual_request_count","safety_limit_applied","target_endpoint_family","attacker_host_type","attacker_source_ip","target_web_base","traffic_tool","attack_mode","distributed","source_count","expected_source_count","expected_distributed","observed_webapp_source_count","observed_nginx_source_count","dominant_webapp_source_ip","dominant_nginx_source_ip","webapp_same_source_request_ratio","nginx_same_source_request_ratio","source_ip_metadata_matches_webapp","source_ip_metadata_matches_nginx","ddos_candidate_by_webapp_sources","ddos_candidate_by_nginx_sources","distributed_evidence_confirmed","observed_source_count","top_source_ip_ratio","source_distribution_summary","verification_passed","archive_event_count","alert_event_count","wazuh_archive_evidence_present","wazuh_webapp_log_count","wazuh_nginx_access_count","wazuh_json_decoder_count","wazuh_web_accesslog_decoder_count","webapp_slice_lines","nginx_slice_lines","invalid_webapp_json_lines","request_completed_count","webapp_request_completed_count","nginx_request_count","run_duration_seconds","request_rate_per_second","peak_request_rate_per_second","unique_path_count","repeated_path_count","search_query_count","burst_search_count","human_repeated_search_count","page_view_count","login_page_view_count","admin_access_count","successful_web_login_count","status_2xx_count","status_3xx_count","status_4xx_count","status_5xx_count","error_status_count","error_rate","avg_response_time_ms","max_response_time_ms","p95_response_time_ms","avg_request_duration_ms","max_request_duration_ms","health_check_count","health_check_failed_count","avg_health_check_latency_ms","max_health_check_latency_ms","nginx_error_count"
"benign-20260607T132426Z-013","Benign","Benign","healthcheck_heavy_benign","healthcheck_heavy_benign","normal_user","Low","hard_negative_healthcheck_activity","controlled-telemetry-v0.2-diversity","14","14","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","116","27","True","19","15","19","15","19","15","0","15","15","15","4.533","3.309","4","5","3","1","0","0","3","1","0","0","15","0","0","0","0","0","4.131","20.59","20.59","4.131","20.59","11","0","0.707","2.366","0"
"benign-20260607T132426Z-014","Benign","Benign","benign_burst_without_attack","benign_burst_without_attack","careless_user","Medium","hard_negative_benign_burst","controlled-telemetry-v0.2-diversity","29","29","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","193","27","True","52","30","53","30","52","30","0","30","30","30","10.708","2.802","3","12","6","10","0","0","11","1","0","0","30","0","0","0","0","0","16.564","318.697","21.054","16.564","318.697","8","0","0.471","1.066","0"
"benign-20260607T132426Z-015","Benign","Benign","heavy_search_benign","heavy_search_benign","demo_operator","High","hard_negative_search_activity","controlled-telemetry-v0.2-diversity","40","40","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","240","27","True","81","41","81","41","81","41","0","41","41","41","13.675","2.998","4","18","11","22","0","0","18","8","0","0","41","0","0","0","0","0","9.746","17.019","14.054","9.746","17.019","1","0","0.524","0.524","0"
"benign-20260607T132426Z-016","Benign","Benign","healthcheck_heavy_benign","healthcheck_heavy_benign","normal_user","Low","hard_negative_healthcheck_activity","controlled-telemetry-v0.2-diversity","10","10","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","105","27","True","16","11","16","11","16","11","0","11","11","11","3.618","3.04","3","5","3","1","0","0","4","1","0","0","11","0","0","0","0","0","5.854","20.611","20.611","5.854","20.611","6","0","0.514","1.041","0"
"benign-20260607T132426Z-017","Benign","Benign","repeated_endpoint_benign","repeated_endpoint_benign","careless_user","Medium","hard_negative_repeated_endpoint_activity","controlled-telemetry-v0.2-diversity","23","23","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","162","27","True","47","24","47","24","47","24","0","24","24","24","8.304","2.89","3","9","4","5","0","0","18","9","0","0","24","0","0","0","0","0","8.053","15.728","13.396","8.053","15.728","1","0","0.331","0.331","0"
"benign-20260607T132426Z-018","Benign","Benign","mixed_user_journey_benign","mixed_user_journey_benign","demo_operator","High","hard_negative_mixed_user_journey","controlled-telemetry-v0.2-diversity","37","39","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","231","27","True","71","40","77","40","71","40","0","40","40","40","15.412","2.595","3","11","7","6","0","0","13","6","6","6","40","0","0","0","0","0","52.896","349.881","307.999","52.896","349.881","9","0","0.686","1.79","0"
"benign-20260607T132426Z-019","Benign","Benign","healthcheck_heavy_benign","healthcheck_heavy_benign","normal_user","Low","hard_negative_healthcheck_activity","controlled-telemetry-v0.2-diversity","13","13","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","128","27","True","19","14","19","14","19","14","0","14","14","14","4.599","3.044","3","5","3","1","0","0","4","1","0","0","14","0","0","0","0","0","3.805","12.771","12.771","3.805","12.771","9","0","0.4","1.022","0"
"benign-20260607T132426Z-020","Benign","Benign","heavy_search_benign","heavy_search_benign","careless_user","Medium","hard_negative_search_activity","controlled-telemetry-v0.2-diversity","26","26","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","183","27","True","53","27","53","27","53","27","0","27","27","27","8.836","3.056","3","13","8","14","0","0","12","4","0","0","27","0","0","0","0","0","12.198","36.759","32.747","12.198","36.759","1","0","0.461","0.461","0"
"benign-20260607T132426Z-021","Benign","Benign","repeated_endpoint_benign","repeated_endpoint_benign","demo_operator","High","hard_negative_repeated_endpoint_activity","controlled-telemetry-v0.2-diversity","31","31","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","203","27","True","63","32","63","32","63","32","0","32","32","32","11.018","2.904","4","10","7","11","0","0","20","8","0","0","32","0","0","0","0","0","7.903","16.094","14.673","7.903","16.094","1","0","0.352","0.352","0"
"benign-20260607T132426Z-022","Benign","Benign","healthcheck_heavy_benign","healthcheck_heavy_benign","normal_user","Low","hard_negative_healthcheck_activity","controlled-telemetry-v0.2-diversity","15","15","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","129","27","True","26","16","26","16","26","16","0","16","16","16","4.827","3.315","4","9","5","6","0","0","4","1","0","0","16","0","0","0","0","0","6.312","13.907","13.907","6.312","13.907","6","0","0.454","0.617","0"
"benign-20260607T132426Z-023","Benign","Benign","mixed_user_journey_benign","mixed_user_journey_benign","careless_user","Medium","hard_negative_mixed_user_journey","controlled-telemetry-v0.2-diversity","17","19","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","154","27","True","37","20","41","20","37","20","0","20","20","20","8.291","2.412","3","8","6","2","0","0","7","3","4","4","20","0","0","0","0","0","70.608","332.126","316.76","70.608","332.126","3","0","0.434","0.57","0"
"benign-20260607T132426Z-024","Benign","Benign","heavy_search_benign","heavy_search_benign","demo_operator","High","hard_negative_search_activity","controlled-telemetry-v0.2-diversity","33","33","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","204","27","True","67","34","67","34","67","34","0","34","34","34","12.239","2.778","3","17","7","18","0","0","15","4","0","0","34","0","0","0","0","0","8.265","15.48","14.366","8.265","15.48","1","0","2.887","2.887","0"
"benign-20260607T132426Z-025","Benign","Benign","mixed_user_journey_benign","mixed_user_journey_benign","normal_user","Low","hard_negative_mixed_user_journey","controlled-telemetry-v0.2-diversity","15","18","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","154","27","True","37","19","41","19","37","19","0","19","19","19","7.41","2.564","3","9","6","3","0","0","7","2","4","4","19","0","0","0","0","0","77.822","344.7","344.7","77.822","344.7","1","0","0.639","0.639","0"
"benign-20260607T132426Z-026","Benign","Benign","benign_burst_without_attack","benign_burst_without_attack","careless_user","Medium","hard_negative_benign_burst","controlled-telemetry-v0.2-diversity","21","21","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","161","27","True","37","22","37","22","37","22","0","22","22","22","6.632","3.317","4","7","6","6","0","0","9","1","0","0","22","0","0","0","0","0","5.356","10.922","10.415","5.356","10.922","7","0","0.372","0.459","0"
"benign-20260607T132426Z-027","Benign","Benign","benign_burst_without_attack","benign_burst_without_attack","demo_operator","High","hard_negative_benign_burst","controlled-telemetry-v0.2-diversity","38","38","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","215","27","True","70","39","70","39","70","39","0","39","39","39","13.097","2.978","4","13","8","13","0","0","18","1","0","0","39","0","0","0","0","0","6.797","22.354","17.535","6.797","22.354","8","0","0.397","0.575","0"
"benign-20260607T132426Z-028","Benign","Benign","heavy_search_benign","heavy_search_benign","normal_user","Low","hard_negative_search_activity","controlled-telemetry-v0.2-diversity","8","8","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","106","27","True","17","9","17","9","17","9","0","9","9","9","2.434","3.698","4","9","4","5","0","0","3","2","0","0","9","0","0","0","0","0","7.554","12.292","12.292","7.554","12.292","1","0","0.648","0.648","0"
"benign-20260607T132426Z-029","Benign","Benign","healthcheck_heavy_benign","healthcheck_heavy_benign","careless_user","Medium","hard_negative_healthcheck_activity","controlled-telemetry-v0.2-diversity","22","22","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","146","27","True","31","23","31","23","31","23","0","23","23","23","7.673","2.998","4","8","4","4","0","0","4","1","0","0","23","0","0","0","0","0","3.962","18.073","12.965","3.962","18.073","15","0","0.616","1.851","0"
"benign-20260607T132426Z-030","Benign","Benign","repeated_endpoint_benign","repeated_endpoint_benign","demo_operator","High","hard_negative_repeated_endpoint_activity","controlled-telemetry-v0.2-diversity","40","40","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","239","27","True","81","41","81","41","81","41","0","41","41","41","13.523","3.032","4","12","5","9","0","0","31","8","0","0","41","0","0","0","0","0","8.916","28.972","13.385","8.916","28.972","1","0","0.567","0.567","0"
"benign-20260607T132426Z-031","Benign","Benign","normal_browsing","normal_browsing","normal_user","Low","baseline","controlled-telemetry-v0.2-diversity","8","10","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","114","27","True","21","11","22","11","21","11","0","11","11","11","3.884","2.832","4","8","5","3","0","0","5","3","1","1","11","0","0","0","0","0","37.523","324.252","324.252","37.523","324.252","1","0","0.578","0.578","0"
"benign-20260607T132426Z-032","Benign","Benign","normal_browsing","normal_browsing","careless_user","Medium","baseline","controlled-telemetry-v0.2-diversity","30","32","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","213","27","True","65","33","66","33","65","33","0","33","33","33","11.371","2.902","4","17","6","13","0","0","17","9","1","1","33","0","0","0","0","0","16.827","305.408","16.705","16.827","305.408","1","0","0.585","0.585","0"
"benign-20260607T132426Z-033","Benign","Benign","mixed_user_journey_benign","mixed_user_journey_benign","demo_operator","High","hard_negative_mixed_user_journey","controlled-telemetry-v0.2-diversity","31","33","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","218","27","True","60","34","65","34","60","34","0","34","34","34","13.297","2.557","4","11","6","5","0","0","11","5","5","5","34","0","0","0","0","0","54.443","346.501","330.654","54.443","346.501","8","0","0.354","0.494","0"
"benign-20260607T132426Z-034","Benign","Benign","normal_browsing","normal_browsing","normal_user","Low","baseline","controlled-telemetry-v0.2-diversity","14","16","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","139","27","True","33","17","34","17","33","17","0","17","17","17","5.788","2.937","4","9","4","3","0","0","11","7","1","1","17","0","0","0","0","0","28.639","321.752","321.752","28.639","321.752","1","0","0.58","0.58","0"
"benign-20260607T132426Z-035","Benign","Benign","healthcheck_heavy_benign","healthcheck_heavy_benign","careless_user","Medium","hard_negative_healthcheck_activity","controlled-telemetry-v0.2-diversity","22","22","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","145","27","True","33","23","33","23","33","23","0","23","23","23","7.343","3.132","4","9","4","5","0","0","5","1","0","0","23","0","0","0","0","0","3.953","25.275","11.027","3.953","25.275","13","0","0.393","0.862","0"
"benign-20260607T132426Z-036","Benign","Benign","mixed_user_journey_benign","mixed_user_journey_benign","demo_operator","High","hard_negative_mixed_user_journey","controlled-telemetry-v0.2-diversity","32","34","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","225","27","True","68","35","77","35","68","35","0","35","35","35","14.838","2.359","4","15","7","10","0","0","5","2","9","9","35","0","0","0","0","0","92.353","408.483","366.351","92.353","408.483","2","0","0.402","0.489","0"
"benign-20260607T132426Z-037","Benign","Benign","mixed_user_journey_benign","mixed_user_journey_benign","normal_user","Low","hard_negative_mixed_user_journey","controlled-telemetry-v0.2-diversity","10","12","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","134","27","True","25","13","28","13","25","13","0","13","13","13","5.231","2.485","3","7","5","1","0","0","5","2","3","3","13","0","0","0","0","0","77.603","329.375","329.375","77.603","329.375","1","0","0.456","0.456","0"
"benign-20260607T132426Z-038","Benign","Benign","mixed_user_journey_benign","mixed_user_journey_benign","careless_user","Medium","hard_negative_mixed_user_journey","controlled-telemetry-v0.2-diversity","20","22","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","165","27","True","42","23","46","23","42","23","0","23","23","23","8.448","2.723","4","8","6","2","0","0","10","5","3","3","23","0","0","0","0","0","56.47","309.75","306.944","56.47","309.75","4","0","0.323","0.325","0"
"benign-20260607T132426Z-039","Benign","Benign","normal_browsing","normal_browsing","demo_operator","High","baseline","controlled-telemetry-v0.2-diversity","37","39","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","232","27","True","79","40","80","40","79","40","0","40","40","40","12.871","3.108","4","14","7","11","0","0","26","13","1","1","40","0","0","0","0","0","16.542","314.575","19.278","16.542","314.575","1","0","0.512","0.512","0"
"benign-20260607T132426Z-040","Benign","Benign","benign_burst_without_attack","benign_burst_without_attack","normal_user","Low","hard_negative_benign_burst","controlled-telemetry-v0.2-diversity","15","15","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","127","27","True","28","15","28","15","28","16","0","16","16","16","5.02","3.187","4","9","4","5","0","0","7","1","0","0","16","0","0","0","0","0","6.818","14.101","14.101","6.818","14.101","4","0","0.34","0.369","0"
"benign-20260607T132426Z-041","Benign","Benign","mixed_user_journey_benign","mixed_user_journey_benign","careless_user","Medium","hard_negative_mixed_user_journey","controlled-telemetry-v0.2-diversity","17","19","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","156","27","True","37","20","42","20","37","20","0","20","20","20","7.834","2.553","3","9","6","3","0","0","5","2","4","4","20","0","0","0","0","0","78.465","304.277","303.817","78.465","304.277","3","0","0.326","0.342","0"
"benign-20260607T132426Z-042","Benign","Benign","normal_browsing","normal_browsing","demo_operator","High","baseline","controlled-telemetry-v0.2-diversity","35","37","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","232","27","True","75","38","76","38","75","38","0","38","38","38","13.193","2.88","4","12","8","10","0","0","25","16","1","1","38","0","0","0","0","0","16.594","317.843","48.272","16.594","317.843","1","0","0.376","0.376","0"
"benign-20260607T132426Z-043","Benign","Benign","","","normal_user","Low","","","0","0",,"","","","","","",,,,,"0","0",,,"0","0",,,"False","False","False","0","0","webapp_sources=0;nginx_sources=0;webapp_ratio=0;nginx_ratio=0","False","0","0","False","0","0","0","0","0","0","0","0","0","0",,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,"0","0",,,"0"
